event_id,team,module,priority,build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,deploy_status
318,Alpha,api,baja,5.29,3.55,100,0,81.9,42.78,success
477,Beta,notifications,media,11.53,4.13,242,0,92.7,4.36,success
2033,Delta,payments,media,5.58,5.38,174,1,89.4,4.26,success
958,Gamma,auth,baja,10.6,2.92,109,0,95.6,8.75,success
3832,Gamma,search,critica,8.19,2.97,420,6,87.4,3.93,rolled_back
814,Alpha,notifications,alta,4.31,3.75,108,0,87.6,5.49,success
4404,Gamma,auth,baja,9.2,5.05,58,0,64.6,11.71,success
1915,Delta,api,media,7.5,3.65,228,1,86.9,19.18,success
4611,Delta,api,critica,6.97,2.49,150,0,84.3,4.41,success
3488,Gamma,api,baja,3.47,1.9,101,0,93.2,3.58,success
1298,Beta,notifications,media,3.13,2.59,217,0,87.3,6.45,success
4628,Beta,search,baja,15.85,3.73,56,0,94.2,8.31,success
1805,Gamma,ui,media,9.6,3.22,40,2,66.4,2.2,success
759,Alpha,search,baja,9.6,2.97,44,2,64.1,11.91,failed
251,Beta,api,baja,9.82,4.2,144,0,86.5,7.58,success
2462,Beta,api,critica,3.46,6.12,78,2,72.3,4.31,success
546,Delta,api,media,6.28,2.33,7,2,61.5,3.38,success
3242,Beta,api,media,7.81,3.63,306,1,90.0,4.39,success
739,Alpha,payments,media,5.4,4.78,95,1,78.7,23.26,success
311,Alpha,notifications,media,4.33,3.88,326,1,90.9,21.69,success
3796,Beta,search,critica,3.23,3.75,309,1,69.0,3.24,success
2942,Beta,api,media,5.42,1.25,265,1,79.7,16.36,success
1132,Delta,search,alta,9.44,1.78,221,0,90.4,2.76,success
1450,Alpha,auth,alta,4.36,3.22,171,0,84.6,12.47,success
4928,Gamma,ui,media,8.84,3.58,224,0,84.1,30.28,success
16,Beta,auth,media,16.06,2.54,107,2,89.8,5.56,success
3233,Delta,api,critica,6.73,2.68,56,0,95.4,9.08,success
2770,Beta,search,critica,8.46,3.38,29,1,90.2,3.32,success
3469,Alpha,api,media,8.61,5.44,343,1,90.1,8.44,success
921,Gamma,auth,media,8.04,3.17,170,2,73.9,5.27,success
3030,Beta,notifications,media,6.87,4.08,45,1,97.3,6.15,success
1373,Alpha,notifications,baja,13.94,3.54,12,0,94.6,0.84,success
3588,Beta,auth,alta,11.1,2.19,172,0,80.7,10.94,success
2545,Gamma,ui,critica,20.55,2.38,188,2,82.4,8.75,success
3599,Delta,payments,media,7.0,3.46,585,2,88.9,14.84,failed
39,Delta,api,critica,24.77,4.82,162,0,90.0,4.09,success
364,Alpha,auth,baja,6.98,4.34,64,0,92.6,10.6,success
4109,Alpha,auth,media,8.44,2.71,67,1,83.6,3.91,success
183,Beta,search,alta,4.61,4.07,123,1,73.0,14.88,success
3034,Gamma,payments,alta,8.5,3.33,132,0,84.1,8.53,success
2984,Gamma,api,alta,7.91,6.72,60,1,86.5,9.77,success
1195,Alpha,notifications,critica,12.37,3.61,91,0,81.7,3.27,success
2853,Alpha,ui,baja,5.85,4.56,159,1,89.8,1.71,success
3782,Alpha,payments,media,5.92,2.6,29,0,97.8,9.35,success
1122,Beta,ui,media,4.45,2.54,300,2,85.9,6.36,success
2236,Alpha,api,baja,4.43,3.11,31,0,92.0,3.56,success
2668,Beta,payments,alta,13.44,2.42,43,4,77.0,2.79,success
4007,Beta,ui,alta,6.26,2.89,102,2,75.1,3.99,success
3224,Gamma,api,media,6.49,1.84,44,0,83.6,4.1,success
1183,Beta,auth,baja,10.96,3.59,164,0,94.2,6.34,success
4892,Beta,auth,alta,7.7,0.93,45,2,87.9,1.49,success
4302,Alpha,api,baja,13.42,4.2,173,1,98.2,12.27,success
615,Beta,api,critica,14.79,4.06,190,2,96.0,5.78,success
4917,Delta,auth,media,9.13,2.64,5,0,93.7,5.32,success
1467,Gamma,notifications,alta,9.36,3.15,97,0,83.4,4.31,success
402,Delta,notifications,media,9.16,1.43,310,4,64.9,23.06,success
3043,Delta,api,alta,9.99,3.57,325,1,93.1,8.61,rolled_back
935,Beta,api,media,6.87,1.99,239,1,95.5,13.49,success
2420,Alpha,search,baja,7.83,3.86,96,0,77.3,8.66,success
4045,Alpha,api,baja,5.96,7.23,56,2,91.6,10.03,success
4523,Beta,api,media,11.45,2.22,405,5,94.8,4.8,failed
2642,Beta,api,media,10.07,1.78,154,1,80.2,31.37,success
4033,Beta,ui,baja,4.87,3.31,117,1,84.2,8.66,success
727,Gamma,ui,alta,8.59,3.73,109,2,62.3,10.05,success
827,Gamma,ui,alta,13.86,4.0,144,0,86.1,5.6,success
1522,Alpha,ui,critica,8.33,1.96,230,3,88.8,8.93,success
4753,Alpha,auth,baja,4.17,2.28,188,1,80.3,7.93,success
2931,Beta,api,media,8.56,2.96,38,0,96.6,8.77,success
137,Alpha,notifications,critica,5.83,3.38,119,0,86.9,3.69,success
3591,Alpha,auth,media,5.6,2.26,42,0,66.0,6.64,success
629,Gamma,search,alta,6.65,4.02,217,2,96.0,6.01,success
335,Alpha,ui,alta,7.42,6.59,134,0,96.7,1.81,success
391,Alpha,ui,media,4.07,1.84,164,0,89.1,11.29,success
4396,Alpha,api,alta,3.5,5.7,477,2,78.9,2.86,failed
4884,Beta,api,media,5.03,1.38,169,1,86.7,3.88,success
4685,Alpha,api,baja,5.44,4.21,124,0,95.2,6.94,success
1818,Beta,auth,media,8.16,2.71,89,0,85.8,4.78,success
401,Beta,api,media,4.23,4.31,133,0,88.6,2.26,success
711,Gamma,api,media,6.37,3.43,63,0,85.9,19.86,success
1040,Beta,ui,baja,9.5,1.67,192,0,66.6,11.63,success
4005,Gamma,payments,baja,5.28,2.3,82,2,83.2,7.96,success
3360,Gamma,notifications,media,14.46,2.97,91,0,91.1,,success
47,Alpha,api,media,10.68,3.53,256,3,86.9,2.88,success
1562,Delta,notifications,baja,7.92,4.13,159,0,97.7,3.11,success
4808,Alpha,ui,baja,4.29,3.05,69,0,88.7,8.01,success
3643,Beta,notifications,alta,12.11,3.2,188,2,75.7,2.42,success
3727,Alpha,notifications,media,5.75,1.76,36,0,94.6,15.87,success
4852,Alpha,notifications,alta,4.96,2.61,195,1,71.2,3.1,success
1113,Beta,search,baja,7.48,5.25,242,1,91.4,9.97,success
2514,Alpha,ui,media,4.44,3.94,31,1,80.2,1.45,success
3609,Beta,api,baja,15.31,3.15,44,0,81.7,5.58,success
1224,Beta,auth,media,6.33,2.73,155,2,80.1,19.1,success
4076,Beta,auth,media,2.44,1.12,31,0,92.6,18.42,success
3024,Alpha,api,critica,6.94,1.98,123,2,92.0,0.67,success
2422,Gamma,notifications,baja,10.99,2.96,71,1,90.4,3.34,success
1509,Beta,ui,baja,5.52,3.4,51,0,91.4,9.43,success
1751,Beta,api,baja,3.85,3.28,45,0,84.4,34.18,success
4846,Delta,api,alta,6.33,3.15,276,3,89.9,10.03,success
4104,Delta,ui,media,8.99,2.72,57,0,82.5,11.14,success
1800,Alpha,search,media,8.79,6.01,260,3,71.3,12.38,success
339,Alpha,auth,alta,5.35,6.24,175,1,89.3,6.44,success
216,Alpha,notifications,critica,10.06,2.74,68,2,76.7,6.26,success
3664,Gamma,auth,baja,12.39,5.03,184,0,95.0,15.02,success
1342,Beta,notifications,media,5.96,3.63,24,1,94.4,3.8,success
12,Alpha,ui,media,2.56,2.24,307,2,85.8,21.25,success
1521,Delta,notifications,Alta,12.19,6.5,127,0,88.9,8.81,success
3641,Alpha,ui,media,7.52,5.14,20,1,83.1,6.93,success
4548,Beta,ui,alta,2.23,1.93,118,0,83.3,2.64,success
3791,Gamma,ui,alta,10.49,4.66,35,0,91.9,3.25,success
3005,Alpha,api,media,8.15,3.98,274,0,68.2,2.27,success
2865,Beta,auth,media,4.37,2.17,35,0,79.3,1.64,success
3116,Alpha,ui,baja,11.36,4.76,98,2,77.3,8.65,success
4849,Beta,api,alta,7.83,4.67,236,2,71.3,2.02,success
2323,Gamma,notifications,baja,9.07,6.77,32,0,83.4,21.61,success
2572,Alpha,auth,alta,5.15,3.73,239,1,80.2,7.84,failed
2914,Alpha,payments,baja,4.9,6.97,118,0,85.4,9.91,success
102,Alpha,payments,media,6.18,3.69,164,2,69.4,10.78,success
3550,Delta,auth,critica,6.01,3.07,64,2,93.1,1.88,success
1459,Delta,api,critica,4.44,4.16,150,2,69.0,2.93,rolled_back
172,Gamma,api,baja,9.04,3.03,112,1,85.6,0.99,success
108,Gamma,notifications,baja,8.94,2.53,38,1,98.0,7.34,success
4204,Beta,notifications,media,4.8,5.53,160,0,82.7,18.67,success
3570,Beta,api,critica,7.29,3.91,341,4,93.4,2.56,success
5000,Alpha,search,media,7.71,2.54,15,2,75.1,4.38,rolled_back
4304,Alpha,auth,media,5.41,2.54,34,0,91.0,2.34,success
4079,Delta,search,media,7.36,7.16,164,2,68.0,15.86,failed
4125,Alpha,api,alta,6.76,3.84,120,0,83.5,1.4,success
4130,Beta,api,media,5.38,3.3,161,0,81.0,2.11,success
4086,Beta,api,baja,15.61,1.7,186,1,88.8,8.71,success
61,Beta,api,media,3.56,1.84,35,1,91.7,6.74,success
1241,Gamma,ui,media,6.35,3.09,110,2,68.8,7.81,success
4646,Gamma,api,baja,10.35,2.27,100,0,84.2,8.21,success
1041,Beta,auth,alta,6.22,2.5,279,2,89.2,,success
4195,Gamma,auth,media,5.99,2.5,58,1,87.7,2.0,success
2761,Delta,auth,media,10.48,4.12,102,1,75.2,8.39,success
2121,Gamma,ui,baja,5.11,2.35,129,1,84.4,30.64,success
1525,Delta,ui,baja,7.07,2.36,110,0,98.1,7.53,success
3522,Beta,search,critica,9.57,2.56,386,4,96.4,3.31,failed
154,Gamma,notifications,critica,4.15,1.96,294,4,78.2,5.15,success
2249,Beta,notifications,baja,9.07,3.24,54,0,71.8,15.44,success
482,Delta,search,baja,16.52,6.49,105,3,,14.74,success
4241,Beta,ui,media,3.66,4.39,225,0,88.1,4.59,success
4314,Delta,ui,alta,5.31,5.93,49,1,70.0,7.46,success
3579,Beta,ui,baja,8.46,2.3,15,0,78.0,6.28,success
4554,Alpha,notifications,baja,7.37,5.53,45,0,78.6,7.83,success
3563,Delta,notifications,alta,11.84,4.64,122,1,88.7,2.6,success
3316,Alpha,notifications,media,5.09,2.75,155,0,80.2,17.12,success
1763,Delta,ui,critica,5.38,3.26,79,0,90.6,7.33,success
3539,Beta,auth,media,6.92,2.72,30,1,83.9,3.35,success
4812,Gamma,auth,media,5.5,6.96,187,1,74.9,4.67,success
751,Gamma,auth,media,8.21,1.96,23,0,93.6,14.27,success
3620,Alpha,ui,critica,6.15,5.69,81,1,92.0,9.77,success
1786,Beta,api,Alta,8.67,4.62,145,4,60.4,8.33,success
4279,Alpha,ui,baja,8.17,4.49,75,1,86.6,34.95,success
3384,Beta,ui,media,8.06,4.61,54,0,93.8,6.91,success
4146,Delta,api,media,8.6,4.18,118,0,85.8,7.78,success
406,Gamma,api,baja,21.2,3.09,138,0,88.9,15.7,success
758,Alpha,ui,alta,5.33,1.84,98,1,92.2,14.38,success
2712,Beta,ui,baja,8.01,1.01,96,2,89.1,11.7,success
2671,Beta,ui,alta,16.26,1.27,263,0,85.1,3.57,success
3999,Beta,auth,alta,10.25,3.81,122,1,96.6,4.55,success
98,Beta,search,media,9.87,3.04,125,0,85.3,12.02,success
1334,Beta,search,critica,7.56,2.14,109,1,80.2,7.39,success
4460,Beta,payments,baja,12.85,6.84,331,0,93.2,25.54,success
2792,Alpha,search,alta,11.39,4.06,440,2,80.1,3.31,success
2855,Delta,api,baja,10.91,2.57,194,1,94.4,9.29,success
187,Gamma,search,media,21.35,3.59,201,1,82.4,19.23,success
4180,Delta,ui,alta,11.09,1.08,323,1,91.0,1.49,success
2724,Beta,payments,media,13.16,2.36,190,1,80.9,21.7,success
3584,Alpha,ui,media,9.92,5.52,140,2,94.2,13.39,success
2059,Delta,auth,alta,13.17,4.32,163,0,86.2,1.04,success
1320,Alpha,ui,media,9.48,3.21,125,1,82.2,61.38,rolled_back
149,Delta,auth,baja,11.86,3.93,94,0,96.8,11.46,success
29,Delta,ui,baja,6.67,3.17,212,0,71.8,12.09,success
4148,Gamma,api,alta,11.42,4.29,271,5,94.8,6.55,success
4025,Beta,api,baja,10.34,3.67,297,3,94.6,8.34,failed
3364,Gamma,payments,baja,9.43,3.62,309,1,90.2,14.68,success
693,Beta,api,alta,10.34,3.0,275,0,82.8,,success
2867,Alpha,api,critica,9.46,2.93,295,0,86.1,9.94,success
3777,Alpha,ui,alta,19.92,4.24,117,2,94.7,5.1,success
1387,Beta,payments,media,4.3,4.1,73,1,93.9,6.05,success
1846,Alpha,api,media,9.21,2.53,111,1,72.2,8.99,success
4739,Delta,search,baja,5.82,4.23,360,2,80.9,7.83,success
130,Gamma,api,baja,6.59,4.8,216,0,95.7,3.87,success
1600,Delta,search,baja,3.6,1.72,329,0,82.5,3.86,success
3630,Delta,ui,media,13.11,1.8,63,4,77.6,3.71,success
4512,Alpha,ui,media,9.28,2.77,107,0,84.6,12.58,success
702,Alpha,notifications,alta,5.51,3.25,283,3,96.2,4.28,success
3998,Gamma,api,baja,5.47,4.69,136,1,66.5,11.06,success
3029,Beta,payments,alta,7.41,2.13,250,0,87.6,2.24,success
2970,Beta,api,media,9.92,1.48,26,0,65.8,7.13,success
4661,Beta,auth,media,9.44,2.31,130,2,78.5,3.24,success
1709,Gamma,payments,baja,11.39,2.08,173,1,90.9,7.71,success
2954,Delta,api,baja,4.97,2.74,60,0,73.9,9.56,success
455,Delta,api,baja,11.06,4.52,52,0,91.2,7.33,success
2869,Alpha,payments,media,6.42,5.73,70,1,90.0,4.78,success
2041,Beta,notifications,media,4.0,4.57,31,1,85.8,2.12,success
1773,Alpha,payments,alta,3.71,3.04,63,0,85.6,10.04,success
2316,Beta,ui,baja,4.53,5.83,38,0,95.5,10.81,success
610,Alpha,api,alta,6.64,4.45,225,3,87.7,1.71,success
168,Delta,auth,alta,5.57,2.19,85,0,80.2,4.47,success
731,Alpha,ui,media,5.67,4.36,22,0,90.0,5.05,success
4257,Gamma,search,media,4.63,1.87,241,1,93.1,11.64,success
3359,Gamma,auth,media,5.45,2.81,49,1,82.7,8.38,success
2075,Gamma,payments,media,6.78,5.51,88,1,84.6,9.14,success
4055,Beta,payments,baja,6.45,5.64,71,0,86.9,,success
3701,Beta,auth,media,4.87,2.14,85,1,66.5,11.81,success
1623,Beta,payments,baja,9.68,2.73,159,1,80.2,31.55,success
588,Alpha,api,media,3.54,1.62,384,2,89.2,1.44,success
1402,Alpha,api,media,6.37,1.34,111,0,87.1,6.32,success
3046,Alpha,auth,alta,3.3,3.2,103,1,75.3,4.95,success
3225,Beta,payments,media,5.72,2.44,110,0,79.0,4.44,success
1701,Alpha,auth,alta,12.92,4.13,238,1,78.5,6.3,success
3089,Delta,api,alta,7.71,5.58,396,2,93.5,3.11,success
4399,Delta,payments,baja,7.28,2.33,301,0,90.0,10.45,success
2982,Alpha,api,baja,3.06,2.56,157,0,94.8,10.6,success
41,Beta,search,baja,6.21,2.73,29,1,77.9,4.14,success
1380,Gamma,notifications,baja,7.48,2.68,35,0,88.0,7.38,success
2090,Beta,ui,baja,18.44,4.27,85,1,88.2,16.25,success
2176,Beta,auth,alta,6.12,3.36,40,0,91.4,2.1,success
3218,Delta,ui,alta,15.66,2.69,53,1,88.1,11.62,success
2886,Beta,notifications,alta,12.16,2.73,68,1,83.8,4.81,success
75,Delta,search,media,3.71,2.76,101,0,83.8,2.66,success
3925,Beta,notifications,media,7.97,2.89,119,2,86.5,3.14,rolled_back
3906,Delta,payments,alta,6.14,6.27,96,3,91.8,3.38,success
2658,Gamma,api,media,9.23,4.48,151,1,87.1,9.79,success
3181,Delta,auth,media,7.96,3.46,150,2,84.2,6.42,success
2077,Beta,api,alta,7.82,11.73,93,0,91.0,2.39,success
442,Gamma,payments,critica,22.43,2.86,183,2,91.0,3.6,success
4067,Beta,payments,media,6.37,2.41,22,0,71.9,4.43,success
2052,Alpha,auth,baja,6.6,3.16,39,0,95.0,4.05,success
2542,Delta,api,alta,7.41,6.64,105,0,,2.49,success
3307,Delta,search,alta,6.63,3.3,412,2,77.3,2.86,success
1302,Gamma,api,alta,5.62,4.42,283,4,86.5,4.17,failed
1782,Beta,api,media,4.91,2.57,130,2,89.9,10.27,success
4823,Alpha,api,alta,8.17,7.07,253,1,88.1,3.69,success
3431,Beta,payments,baja,9.84,3.54,28,0,81.4,8.62,success
1305,Beta,auth,critica,10.19,1.59,183,2,80.8,5.51,success
237,Gamma,auth,baja,25.65,4.41,83,0,98.4,11.11,success
2600,Gamma,ui,baja,8.69,3.9,23,0,91.1,17.45,success
521,Gamma,notifications,media,20.07,3.87,78,0,84.3,9.5,success
2574,Beta,ui,critica,1.64,2.02,45,1,81.1,6.23,success
3281,Alpha,api,media,8.4,1.74,50,1,88.5,15.57,success
3187,Gamma,ui,alta,10.5,7.01,93,0,88.5,10.71,success
2769,Gamma,ui,media,12.08,2.36,48,1,70.0,13.05,success
736,Gamma,auth,alta,9.42,3.1,144,1,83.7,13.15,success
4712,Delta,payments,alta,4.57,2.28,59,1,66.8,10.49,success
4938,Gamma,api,media,10.64,3.15,106,1,63.6,8.64,success
2107,Beta,auth,media,4.53,2.88,111,0,92.2,8.28,success
2680,Alpha,search,critica,10.85,2.32,335,1,73.3,2.97,success
3230,Gamma,ui,baja,9.58,4.79,82,0,86.2,,success
2762,Alpha,payments,baja,7.79,2.3,169,0,97.7,7.57,success
593,Beta,search,critica,5.71,3.36,152,0,68.3,1.06,success
1304,Delta,api,alta,7.08,1.98,56,1,68.0,2.21,success
1388,Gamma,auth,critica,12.85,1.41,233,4,80.8,8.88,success
4704,Delta,ui,alta,8.45,3.15,40,1,86.6,18.43,success
4535,Delta,auth,media,23.64,1.9,342,2,93.2,6.58,success
4042,Gamma,notifications,baja,6.56,4.7,45,0,,4.77,success
1891,Alpha,api,media,5.38,3.46,144,2,82.9,6.14,success
2988,Alpha,ui,alta,5.97,5.92,193,2,83.9,3.85,success
4933,Gamma,ui,media,16.85,2.12,80,1,86.0,3.49,success
3298,Beta,api,media,2.84,3.09,173,1,83.6,7.86,success
905,Alpha,auth,media,3.42,5.4,76,2,85.0,1.54,success
4618,Beta,api,media,34.6,2.33,29,0,96.8,11.95,success
1280,Delta,search,media,6.65,4.67,82,1,74.1,4.98,success
934,Beta,payments,media,8.38,2.24,225,0,81.9,13.62,success
4908,Delta,payments,media,7.55,4.92,116,0,77.7,3.6,success
2309,Delta,ui,alta,6.8,2.18,181,1,80.2,11.26,success
1556,Beta,notifications,baja,5.21,1.72,131,0,97.3,18.49,success
4542,Beta,notifications,media,3.31,4.03,339,6,80.4,,success
3191,Alpha,payments,baja,5.33,4.72,92,1,87.1,36.13,success
4450,Alpha,auth,media,9.1,4.85,89,1,81.4,44.31,success
707,Beta,api,media,6.71,6.68,202,1,71.7,7.6,success
4699,Delta,api,alta,7.92,3.61,97,0,74.0,6.87,success
3071,Beta,notifications,alta,8.27,4.74,121,0,89.8,2.82,success
746,Delta,ui,baja,11.69,2.45,182,0,96.6,23.42,success
3595,Gamma,auth,baja,6.24,1.69,72,0,88.9,30.98,success
1940,Delta,auth,baja,6.27,3.7,122,1,94.0,30.15,success
4409,Beta,auth,baja,2.98,2.96,112,1,81.6,4.15,success
2863,Delta,search,baja,7.42,6.82,188,1,87.3,18.52,success
4012,Alpha,api,baja,8.36,,84,0,97.2,12.56,success
514,Alpha,auth,baja,9.64,3.32,72,0,79.5,5.44,success
82,Beta,ui,baja,12.97,2.49,75,0,82.3,21.26,success
4985,Alpha,ui,baja,8.31,3.57,87,0,87.8,7.95,success
1309,Beta,api,baja,15.44,4.12,20,0,82.6,16.59,success
4557,Beta,api,alta,5.47,2.63,78,2,84.0,7.61,success
915,Delta,api,media,10.19,3.75,202,1,91.5,,success
3453,Alpha,ui,media,7.29,1.94,82,1,86.0,22.24,success
3696,Delta,api,alta,4.48,4.56,97,3,63.1,3.2,success
4813,Alpha,api,baja,8.2,5.12,63,0,87.7,9.5,success
3157,Beta,search,baja,5.81,6.41,76,0,91.2,15.21,success
2199,Alpha,payments,media,10.85,1.65,102,2,83.2,14.23,success
4240,Alpha,payments,media,4.94,5.92,69,1,,2.78,success
775,Delta,ui,media,6.98,2.58,252,0,95.9,6.0,success
330,Alpha,api,media,6.73,3.55,97,0,84.1,2.26,success
2055,Alpha,auth,baja,8.43,2.95,104,0,95.1,7.01,success
2002,Beta,search,critica,6.65,2.63,97,2,68.2,3.02,failed
944,Alpha,payments,baja,5.5,3.43,99,0,93.7,7.62,success
823,Beta,payments,alta,20.19,2.97,137,1,93.5,2.07,success
4536,Gamma,ui,media,8.72,2.72,35,0,95.3,10.12,success
910,Gamma,api,media,9.2,5.54,123,2,88.0,5.13,success
2517,Alpha,search,baja,7.29,3.16,83,0,83.5,10.73,success
182,Beta,auth,critica,8.47,2.59,90,2,80.6,0.93,success
165,Beta,ui,alta,3.63,2.43,116,1,93.4,1.41,success
1524,Beta,auth,alta,3.65,3.8,143,3,80.9,4.7,success
452,Delta,api,media,5.86,3.0,147,1,75.1,7.24,failed
2539,Delta,notifications,alta,15.06,1.75,114,2,75.1,3.45,success
4114,Alpha,notifications,baja,5.78,4.09,162,0,83.7,10.15,success
4784,Gamma,auth,alta,5.24,2.79,236,0,83.2,2.99,success
1312,Beta,search,baja,11.83,4.76,112,1,95.7,14.28,success
3150,Gamma,search,media,8.8,2.53,43,0,83.7,9.75,success
1112,Alpha,search,media,10.26,3.45,156,2,79.9,8.33,success
4752,Delta,api,media,10.33,3.0,135,2,82.0,6.35,success
3875,Beta,ui,alta,12.47,5.68,349,4,71.0,2.23,success
3490,Beta,api,media,10.44,3.65,107,1,87.9,4.32,success
1288,Gamma,auth,media,11.58,1.98,147,1,70.2,2.25,success
4185,Alpha,auth,critica,10.0,3.16,229,1,79.1,1.67,success
4654,Delta,api,baja,8.88,1.84,124,0,93.9,12.5,success
3681,Delta,notifications,baja,6.52,2.01,71,3,80.5,6.35,success
4339,Beta,api,baja,6.9,3.21,52,0,90.6,10.51,success
4465,Gamma,search,media,5.91,3.74,115,1,89.8,5.06,success
3301,Alpha,search,media,5.22,4.25,201,2,94.4,1.76,success
3311,Beta,auth,alta,5.01,3.58,458,3,78.6,18.41,success
4565,Alpha,ui,media,5.62,3.89,116,1,93.1,8.38,success
3126,Alpha,api,alta,3.78,2.87,89,0,91.7,6.49,success
328,Alpha,auth,alta,7.97,4.56,161,1,84.8,5.78,rolled_back
1791,Gamma,api,alta,10.9,2.13,140,2,83.9,11.33,failed
2491,Alpha,ui,alta,3.24,1.77,43,0,79.5,6.73,success
2007,Alpha,payments,baja,3.15,2.64,64,1,78.2,7.33,success
2008,Alpha,ui,baja,6.38,4.03,138,0,90.2,7.25,success
1859,Beta,ui,baja,6.32,1.92,119,0,70.9,7.18,failed
4694,Beta,api,critica,5.86,3.1,64,1,80.2,1.73,success
313,Gamma,auth,baja,5.78,3.69,80,0,63.1,6.81,success
833,Beta,api,media,11.04,2.59,117,0,71.0,23.09,success
3080,Alpha,api,alta,7.48,3.4,208,2,78.6,3.27,success
4726,Gamma,auth,media,18.58,3.35,183,0,94.0,5.85,success
3463,Beta,payments,baja,7.09,2.35,100,0,96.0,6.51,success
1202,Delta,api,alta,13.59,2.55,78,1,94.8,5.93,success
4400,Beta,auth,baja,5.41,3.24,179,0,,31.86,success
3548,Alpha,ui,media,7.59,1.95,209,1,96.0,2.06,success
4009,Beta,payments,critica,7.2,3.93,46,2,70.8,2.61,success
2135,Alpha,auth,media,7.06,2.97,88,0,86.0,4.6,success
3452,Alpha,ui,baja,4.01,3.47,81,1,91.3,21.38,success
2210,Gamma,api,media,6.6,3.54,52,1,81.5,13.41,success
1902,Gamma,auth,alta,4.61,,65,1,92.0,14.97,success
1482,Beta,ui,media,8.1,4.64,107,1,89.3,16.14,success
778,Beta,api,critica,6.98,3.09,263,2,84.6,3.38,success
800,Delta,notifications,media,3.48,1.42,133,0,78.5,6.48,success
3715,Beta,auth,alta,4.53,1.01,32,1,87.3,1.73,success
3943,Alpha,ui,media,4.36,7.29,63,1,87.4,3.54,success
55,Gamma,search,media,9.74,3.63,141,0,87.1,9.88,success
2973,Beta,payments,media,3.82,4.3,102,1,86.4,10.22,success
3336,Gamma,api,media,17.5,3.64,101,1,89.4,14.15,success
1921,Beta,ui,baja,9.53,3.52,115,0,95.9,12.92,success
3716,Alpha,auth,critica,5.9,4.34,59,1,84.7,4.73,success
4655,Gamma,notifications,baja,11.44,3.28,136,1,88.5,4.46,success
947,Alpha,api,media,3.07,3.87,129,2,83.2,3.57,success
1702,Delta,ui,alta,6.58,0.84,284,2,74.6,3.66,success
3294,Delta,ui,alta,6.0,1.7,153,0,86.9,2.3,success
2162,Alpha,ui,baja,11.56,1.63,71,0,93.8,26.27,success
1137,Beta,ui,media,6.8,4.72,134,0,64.1,7.4,success
988,Alpha,search,media,7.15,3.14,259,3,69.1,3.24,success
2550,Gamma,auth,critica,7.56,2.07,121,1,88.1,3.09,success
194,Gamma,auth,alta,8.46,5.02,98,3,78.7,9.38,failed
3058,Alpha,auth,media,9.68,2.72,144,0,92.0,62.86,success
3247,Alpha,ui,baja,6.33,2.25,49,0,94.7,6.9,success
1395,Alpha,auth,baja,6.4,5.44,89,1,93.9,20.55,success
2638,Delta,payments,media,10.22,2.32,44,1,98.8,13.75,success
769,Beta,payments,media,12.04,2.86,119,1,79.6,4.71,success
4711,Gamma,ui,media,7.42,4.59,25,1,84.3,10.26,rolled_back
3091,Gamma,ui,baja,9.4,2.85,194,2,88.1,18.72,success
3496,Beta,payments,media,12.47,7.04,207,1,88.7,8.76,success
3216,Gamma,payments,baja,12.23,7.13,29,0,87.0,10.28,success
286,Alpha,ui,media,7.23,3.77,134,0,97.1,4.96,success
4947,Gamma,api,media,7.01,1.82,240,2,84.5,11.04,success
429,Alpha,notifications,alta,11.6,4.63,229,3,93.7,3.91,rolled_back
4457,Delta,ui,baja,10.75,1.65,159,0,96.0,3.88,success
2333,Beta,auth,critica,4.26,2.91,129,0,93.4,4.41,success
2718,Gamma,notifications,media,7.15,2.32,131,2,89.9,5.75,success
2080,Delta,ui,baja,6.03,2.2,43,1,69.2,9.85,success
3390,Beta,api,critica,16.26,5.54,86,1,88.2,5.38,success
723,Delta,ui,media,10.19,3.83,230,3,89.2,4.43,success
952,Beta,api,baja,7.74,3.0,192,1,84.9,22.2,success
4392,Delta,search,media,13.26,2.33,31,1,71.4,5.17,success
4375,Alpha,ui,baja,4.02,2.72,34,3,70.2,5.26,success
2263,Gamma,ui,alta,4.26,3.83,48,1,,1.51,success
990,Alpha,search,media,6.21,3.11,17,0,97.8,7.36,success
3213,Delta,search,baja,6.07,5.17,113,0,92.1,5.99,success
1760,Alpha,payments,alta,19.4,9.53,177,2,78.9,3.93,success
4115,Alpha,notifications,critica,7.38,2.67,164,3,79.0,1.84,success
327,Delta,ui,alta,17.26,2.16,163,2,90.5,2.87,rolled_back
2609,Alpha,payments,alta,2.98,3.73,351,2,95.8,7.99,success
1384,Beta,ui,critica,6.8,2.6,255,2,79.6,2.33,success
1725,Alpha,search,baja,4.85,2.84,45,0,91.9,5.43,success
1087,Alpha,ui,baja,14.43,2.06,252,3,90.6,23.22,success
2524,Alpha,payments,alta,5.26,1.82,111,0,92.0,8.29,success
342,Alpha,notifications,baja,8.08,5.38,58,0,92.7,24.89,success
3702,Gamma,api,baja,9.0,3.06,138,1,91.0,28.85,success
148,Delta,notifications,alta,9.63,1.16,405,2,93.7,8.16,success
689,Beta,api,alta,11.62,2.12,90,0,92.3,4.11,success
3433,Beta,auth,alta,3.28,2.89,31,2,76.4,,success
